box_id,rack_id,level,position,x,y,z,status,capacity_used,last_updated
BOX-Rack-H3-L3-P1,Rack-H3,2,1,378.50,65.00,7.14,stored,70,2026-01-21T14:29:48.140Z
BOX-Rack-H3-L3-P2,Rack-H3,2,2,380.00,65.00,7.14,stored,88,2026-02-01T14:29:48.140Z
BOX-Rack-H3-L3-P3,Rack-H3,2,3,381.50,65.00,7.14,stored,88,2026-01-22T14:29:48.140Z
BOX-Rack-H3-L6-P2,Rack-H3,3,2,380.00,65.00,15.71,stored,85,2026-01-28T14:29:48.140Z
BOX-Rack-H3-L6-P3,Rack-H3,3,3,381.50,65.00,15.71,stored,72,2026-02-04T14:29:48.140Z
BOX-Rack-H3-L7-P1,Rack-H3,3,1,378.50,65.00,18.57,stored,73,2026-01-19T14:29:48.140Z
BOX-Rack-H4-L1-P1,Rack-H4,1,1,378.50,80.00,1.43,stored,66,2026-01-29T14:29:48.140Z
BOX-Rack-H4-L1-P2,Rack-H4,1,2,380.00,80.00,1.43,stored,88,2026-01-12T14:29:48.140Z
BOX-Rack-H4-L1-P3,Rack-H4,1,3,381.50,80.00,1.43,stored,73,2026-01-23T14:29:48.140Z
BOX-Rack-H4-L3-P1,Rack-H4,2,1,378.50,80.00,7.14,stored,66,2026-01-29T14:29:48.140Z
BOX-Rack-H4-L3-P2,Rack-H4,2,2,380.00,80.00,7.14,stored,88,2026-02-05T14:29:48.140Z
BOX-Rack-H4-L3-P3,Rack-H4,2,3,381.50,80.00,7.14,stored,72,2026-01-26T14:29:48.140Z
BOX-Rack-H4-L6-P1,Rack-H4,3,1,378.50,80.00,15.71,stored,70,2026-01-19T14:29:48.140Z
BOX-Rack-H4-L6-P2,Rack-H4,3,2,380.00,80.00,15.71,stored,63,2026-01-09T14:29:48.140Z
BOX-Rack-H4-L6-P3,Rack-H4,3,3,381.50,80.00,15.71,stored,63,2026-01-16T14:29:48.140Z
BOX-Rack-H5-L1-P1,Rack-H5,1,1,378.50,95.00,1.43,stored,89,2026-01-12T14:29:48.140Z
BOX-Rack-H5-L1-P2,Rack-H5,1,2,380.00,95.00,1.43,stored,85,2026-02-02T14:29:48.140Z
BOX-Rack-H5-L1-P3,Rack-H5,1,3,381.50,95.00,1.43,stored,86,2026-01-22T14:29:48.140Z
BOX-Rack-H5-L3-P1,Rack-H5,2,1,378.50,95.00,7.14,stored,61,2026-01-20T14:29:48.140Z
BOX-Rack-H5-L3-P2,Rack-H5,2,2,380.00,95.00,7.14,stored,69,2026-01-17T14:29:48.140Z
BOX-Rack-H5-L3-P3,Rack-H5,2,3,381.50,95.00,7.14,stored,71,2026-01-27T14:29:48.140Z
BOX-Rack-H5-L6-P1,Rack-H5,3,1,378.50,95.00,15.71,stored,73,2026-01-16T14:29:48.141Z
BOX-Rack-H5-L6-P2,Rack-H5,3,2,380.00,95.00,15.71,stored,67,2026-01-08T14:29:48.141Z
BOX-Rack-H5-L6-P3,Rack-H5,3,3,381.50,95.00,15.71,stored,86,2026-01-14T14:29:48.141Z
BOX-Rack-H6-L1-P1,Rack-H6,1,1,378.50,110.00,1.43,stored,80,2026-01-30T14:29:48.143Z
BOX-Rack-H6-L1-P3,Rack-H6,1,3,381.50,110.00,1.43,stored,83,2026-01-25T14:29:48.143Z
BOX-Rack-H6-L2-P2,Rack-H6,1,2,380.00,110.00,4.29,stored,72,2026-01-22T14:29:48.143Z
BOX-Rack-H6-L3-P1,Rack-H6,2,1,378.50,110.00,7.14,stored,75,2026-02-03T14:29:48.143Z
BOX-Rack-H6-L3-P2,Rack-H6,2,2,380.00,110.00,7.14,stored,73,2026-01-08T14:29:48.143Z
BOX-Rack-H6-L3-P3,Rack-H6,2,3,381.50,110.00,7.14,stored,77,2026-01-10T14:29:48.143Z
BOX-Rack-H6-L6-P1,Rack-H6,3,1,378.50,110.00,15.71,stored,70,2026-01-29T14:29:48.143Z
BOX-Rack-H6-L6-P2,Rack-H6,3,2,380.00,110.00,15.71,stored,63,2026-02-01T14:29:48.143Z
BOX-Rack-H6-L6-P3,Rack-H6,3,3,381.50,110.00,15.71,stored,89,2026-01-28T14:29:48.143Z
BOX-Rack-I1-L1-P1,Rack-I1,1,1,418.50,35.00,1.43,stored,88,2026-01-30T14:29:48.143Z
BOX-Rack-I1-L1-P3,Rack-I1,1,3,421.50,35.00,1.43,stored,74,2026-01-16T14:29:48.143Z
BOX-Rack-I1-L2-P2,Rack-I1,1,2,420.00,35.00,4.29,stored,74,2026-01-15T14:29:48.143Z
BOX-Rack-I1-L3-P1,Rack-I1,2,1,418.50,35.00,7.14,stored,73,2026-01-26T14:29:48.143Z
BOX-Rack-I1-L3-P3,Rack-I1,2,3,421.50,35.00,7.14,stored,63,2026-01-12T14:29:48.143Z
BOX-Rack-I1-L5-P2,Rack-I1,2,2,420.00,35.00,12.86,stored,80,2026-01-20T14:29:48.143Z
BOX-Rack-I1-L6-P1,Rack-I1,3,1,418.50,35.00,15.71,stored,88,2026-01-13T14:29:48.143Z
BOX-Rack-I1-L6-P2,Rack-I1,3,2,420.00,35.00,15.71,stored,80,2026-01-26T14:29:48.143Z
BOX-Rack-I1-L6-P3,Rack-I1,3,3,421.50,35.00,15.71,stored,78,2026-01-13T14:29:48.143Z
BOX-Rack-I2-L1-P2,Rack-I2,1,2,420.00,50.00,1.43,stored,78,2026-01-31T14:29:48.143Z
BOX-Rack-I2-L1-P3,Rack-I2,1,3,421.50,50.00,1.43,stored,87,2026-02-05T14:29:48.143Z
BOX-Rack-I2-L2-P1,Rack-I2,1,1,418.50,50.00,4.29,stored,73,2026-01-16T14:29:48.143Z
BOX-Rack-I2-L3-P1,Rack-I2,2,1,418.50,50.00,7.14,stored,66,2026-01-22T14:29:48.143Z
BOX-Rack-I2-L3-P3,Rack-I2,2,3,421.50,50.00,7.14,stored,77,2026-02-03T14:29:48.143Z
BOX-Rack-I2-L4-P2,Rack-I2,2,2,420.00,50.00,10.00,stored,79,2026-01-21T14:29:48.143Z
BOX-Rack-I2-L6-P1,Rack-I2,3,1,418.50,50.00,15.71,stored,71,2026-01-31T14:29:48.143Z
BOX-Rack-I2-L6-P3,Rack-I2,3,3,421.50,50.00,15.71,stored,89,2026-01-13T14:29:48.143Z
BOX-Rack-I2-L7-P2,Rack-I2,3,2,420.00,50.00,18.57,stored,74,2026-01-25T14:29:48.144Z
BOX-Rack-I3-L1-P1,Rack-I3,1,1,418.50,65.00,1.43,stored,61,2026-01-13T14:29:48.144Z
BOX-Rack-I3-L1-P2,Rack-I3,1,2,420.00,65.00,1.43,stored,79,2026-01-23T14:29:48.144Z
BOX-Rack-I3-L1-P3,Rack-I3,1,3,421.50,65.00,1.43,stored,63,2026-01-09T14:29:48.144Z
BOX-Rack-I3-L3-P1,Rack-I3,2,1,418.50,65.00,7.14,stored,73,2026-01-27T14:29:48.144Z
BOX-Rack-I3-L3-P2,Rack-I3,2,2,420.00,65.00,7.14,stored,73,2026-01-11T14:29:48.144Z
BOX-Rack-I3-L3-P3,Rack-I3,2,3,421.50,65.00,7.14,stored,67,2026-01-15T14:29:48.144Z
BOX-Rack-I3-L6-P3,Rack-I3,3,3,421.50,65.00,15.71,stored,80,2026-01-15T14:29:48.144Z
BOX-Rack-I3-L7-P1,Rack-I3,3,1,418.50,65.00,18.57,stored,86,2026-01-09T14:29:48.144Z
BOX-Rack-I3-L7-P2,Rack-I3,3,2,420.00,65.00,18.57,stored,88,2026-01-12T14:29:48.144Z
BOX-Rack-I4-L1-P1,Rack-I4,1,1,418.50,80.00,1.43,stored,75,2026-01-10T14:29:48.144Z
BOX-Rack-I4-L1-P2,Rack-I4,1,2,420.00,80.00,1.43,stored,82,2026-02-02T14:29:48.144Z
BOX-Rack-I4-L1-P3,Rack-I4,1,3,421.50,80.00,1.43,stored,86,2026-01-25T14:29:48.144Z
BOX-Rack-I4-L3-P1,Rack-I4,2,1,418.50,80.00,7.14,stored,61,2026-01-29T14:29:48.144Z
BOX-Rack-I4-L3-P2,Rack-I4,2,2,420.00,80.00,7.14,stored,60,2026-01-27T14:29:48.144Z
BOX-Rack-I4-L3-P3,Rack-I4,2,3,421.50,80.00,7.14,stored,74,2026-01-17T14:29:48.144Z
BOX-Rack-I4-L6-P1,Rack-I4,3,1,418.50,80.00,15.71,stored,66,2026-02-04T14:29:48.144Z
BOX-Rack-I4-L6-P2,Rack-I4,3,2,420.00,80.00,15.71,stored,64,2026-01-16T14:29:48.144Z
BOX-Rack-I4-L7-P3,Rack-I4,3,3,421.50,80.00,18.57,stored,74,2026-01-24T14:29:48.144Z
BOX-Rack-I5-L1-P1,Rack-I5,1,1,418.50,95.00,1.43,stored,83,2026-01-13T14:29:48.144Z
BOX-Rack-I5-L1-P2,Rack-I5,1,2,420.00,95.00,1.43,stored,67,2026-01-22T14:29:48.144Z
BOX-Rack-I5-L1-P3,Rack-I5,1,3,421.50,95.00,1.43,stored,76,2026-01-29T14:29:48.144Z
BOX-Rack-I5-L3-P1,Rack-I5,2,1,418.50,95.00,7.14,stored,80,2026-01-15T14:29:48.144Z
BOX-Rack-I5-L3-P2,Rack-I5,2,2,420.00,95.00,7.14,stored,62,2026-01-31T14:29:48.144Z
BOX-Rack-I5-L3-P3,Rack-I5,2,3,421.50,95.00,7.14,stored,82,2026-01-22T14:29:48.144Z
BOX-Rack-I5-L6-P1,Rack-I5,3,1,418.50,95.00,15.71,stored,74,2026-01-26T14:29:48.144Z
BOX-Rack-I5-L6-P3,Rack-I5,3,3,421.50,95.00,15.71,stored,67,2026-01-14T14:29:48.144Z
BOX-Rack-I5-L7-P2,Rack-I5,3,2,420.00,95.00,18.57,stored,60,2026-01-17T14:29:48.144Z
BOX-Rack-I6-L1-P1,Rack-I6,1,1,418.50,110.00,1.43,stored,63,2026-02-03T14:29:48.144Z
BOX-Rack-I6-L1-P2,Rack-I6,1,2,420.00,110.00,1.43,stored,64,2026-02-02T14:29:48.144Z
BOX-Rack-I6-L1-P3,Rack-I6,1,3,421.50,110.00,1.43,stored,60,2026-01-11T14:29:48.144Z
BOX-Rack-I6-L3-P1,Rack-I6,2,1,418.50,110.00,7.14,stored,63,2026-01-27T14:29:48.144Z
BOX-Rack-I6-L3-P2,Rack-I6,2,2,420.00,110.00,7.14,stored,67,2026-02-03T14:29:48.144Z
BOX-Rack-I6-L3-P3,Rack-I6,2,3,421.50,110.00,7.14,stored,71,2026-01-07T14:29:48.144Z
BOX-Rack-I6-L6-P2,Rack-I6,3,2,420.00,110.00,15.71,stored,85,2026-01-25T14:29:48.144Z
BOX-Rack-I6-L6-P3,Rack-I6,3,3,421.50,110.00,15.71,stored,72,2026-01-30T14:29:48.144Z
BOX-Rack-J1-L1-P1,Rack-J1,1,1,438.50,35.00,1.43,stored,79,2026-01-28T14:29:48.144Z
BOX-Rack-J1-L1-P2,Rack-J1,1,2,440.00,35.00,1.43,stored,73,2026-01-21T14:29:48.144Z
BOX-Rack-J1-L1-P3,Rack-J1,1,3,441.50,35.00,1.43,stored,80,2026-01-10T14:29:48.144Z
BOX-Rack-J1-L3-P1,Rack-J1,2,1,438.50,35.00,7.14,stored,75,2026-01-18T14:29:48.144Z
BOX-Rack-J1-L3-P2,Rack-J1,2,2,440.00,35.00,7.14,stored,72,2026-01-09T14:29:48.144Z
BOX-Rack-J1-L3-P3,Rack-J1,2,3,441.50,35.00,7.14,stored,61,2026-01-15T14:29:48.144Z
BOX-Rack-J1-L6-P1,Rack-J1,3,1,438.50,35.00,15.71,stored,62,2026-01-25T14:29:48.144Z
BOX-Rack-J1-L6-P2,Rack-J1,3,2,440.00,35.00,15.71,stored,65,2026-01-17T14:29:48.144Z
BOX-Rack-J1-L6-P3,Rack-J1,3,3,441.50,35.00,15.71,stored,87,2026-01-25T14:29:48.144Z
BOX-Rack-J2-L1-P1,Rack-J2,1,1,438.50,50.00,1.43,stored,71,2026-01-12T14:29:48.144Z
BOX-Rack-J2-L1-P3,Rack-J2,1,3,441.50,50.00,1.43,stored,67,2026-02-04T14:29:48.144Z
BOX-Rack-J2-L2-P2,Rack-J2,1,2,440.00,50.00,4.29,stored,81,2026-01-24T14:29:48.144Z
BOX-Rack-J2-L3-P1,Rack-J2,2,1,438.50,50.00,7.14,stored,76,2026-01-24T14:29:48.144Z
BOX-Rack-J2-L3-P2,Rack-J2,2,2,440.00,50.00,7.14,stored,84,2026-01-21T14:29:48.144Z
BOX-Rack-J2-L3-P3,Rack-J2,2,3,441.50,50.00,7.14,stored,85,2026-02-04T14:29:48.144Z
BOX-Rack-J2-L6-P1,Rack-J2,3,1,438.50,50.00,15.71,stored,87,2026-01-23T14:29:48.145Z
BOX-Rack-J2-L6-P2,Rack-J2,3,2,440.00,50.00,15.71,stored,70,2026-01-25T14:29:48.145Z
BOX-Rack-J2-L6-P3,Rack-J2,3,3,441.50,50.00,15.71,stored,78,2026-01-21T14:29:48.145Z
BOX-Rack-J3-L1-P1,Rack-J3,1,1,438.50,65.00,1.43,stored,66,2026-01-17T14:29:48.145Z
BOX-Rack-J3-L1-P2,Rack-J3,1,2,440.00,65.00,1.43,stored,88,2026-01-09T14:29:48.145Z
BOX-Rack-J3-L1-P3,Rack-J3,1,3,441.50,65.00,1.43,stored,70,2026-01-13T14:29:48.145Z
BOX-Rack-J3-L3-P1,Rack-J3,2,1,438.50,65.00,7.14,stored,63,2026-01-07T14:29:48.145Z
BOX-Rack-J3-L3-P2,Rack-J3,2,2,440.00,65.00,7.14,stored,72,2026-01-18T14:29:48.145Z
BOX-Rack-J3-L3-P3,Rack-J3,2,3,441.50,65.00,7.14,stored,65,2026-01-09T14:29:48.145Z
BOX-Rack-J3-L6-P2,Rack-J3,3,2,440.00,65.00,15.71,stored,82,2026-01-30T14:29:48.145Z
BOX-Rack-J3-L6-P3,Rack-J3,3,3,441.50,65.00,15.71,stored,71,2026-01-15T14:29:48.145Z
BOX-Rack-J3-L7-P1,Rack-J3,3,1,438.50,65.00,18.57,stored,63,2026-01-21T14:29:48.145Z
BOX-Rack-J4-L1-P1,Rack-J4,1,1,438.50,80.00,1.43,stored,62,2026-01-15T14:29:48.145Z
BOX-Rack-J4-L1-P2,Rack-J4,1,2,440.00,80.00,1.43,stored,84,2026-01-13T14:29:48.145Z
BOX-Rack-J4-L1-P3,Rack-J4,1,3,441.50,80.00,1.43,stored,75,2026-01-21T14:29:48.145Z
BOX-Rack-J4-L3-P1,Rack-J4,2,1,438.50,80.00,7.14,stored,73,2026-01-10T14:29:48.145Z
BOX-Rack-J4-L3-P3,Rack-J4,2,3,441.50,80.00,7.14,stored,65,2026-01-31T14:29:48.145Z
BOX-Rack-J4-L4-P2,Rack-J4,2,2,440.00,80.00,10.00,stored,62,2026-01-11T14:29:48.145Z
BOX-Rack-J4-L6-P2,Rack-J4,3,2,440.00,80.00,15.71,stored,71,2026-01-26T14:29:48.145Z
BOX-Rack-J4-L6-P3,Rack-J4,3,3,441.50,80.00,15.71,stored,81,2026-01-10T14:29:48.145Z
BOX-Rack-J4-L7-P1,Rack-J4,3,1,438.50,80.00,18.57,stored,89,2026-01-10T14:29:48.145Z
BOX-Rack-J5-L1-P1,Rack-J5,1,1,438.50,95.00,1.43,stored,74,2026-01-18T14:29:48.145Z
BOX-Rack-J5-L1-P2,Rack-J5,1,2,440.00,95.00,1.43,stored,67,2026-01-20T14:29:48.145Z
BOX-Rack-J5-L1-P3,Rack-J5,1,3,441.50,95.00,1.43,stored,68,2026-01-15T14:29:48.145Z
BOX-Rack-J5-L3-P1,Rack-J5,2,1,438.50,95.00,7.14,stored,67,2026-01-17T14:29:48.145Z
BOX-Rack-J5-L3-P2,Rack-J5,2,2,440.00,95.00,7.14,stored,67,2026-02-03T14:29:48.145Z
BOX-Rack-J5-L3-P3,Rack-J5,2,3,441.50,95.00,7.14,stored,76,2026-01-13T14:29:48.145Z
BOX-Rack-J5-L6-P2,Rack-J5,3,2,440.00,95.00,15.71,stored,76,2026-01-10T14:29:48.145Z
BOX-Rack-J5-L6-P3,Rack-J5,3,3,441.50,95.00,15.71,stored,66,2026-01-18T14:29:48.145Z
BOX-Rack-J6-L1-P1,Rack-J6,1,1,438.50,110.00,1.43,stored,68,2026-01-13T14:29:48.145Z
BOX-Rack-J6-L1-P2,Rack-J6,1,2,440.00,110.00,1.43,stored,83,2026-01-28T14:29:48.145Z
BOX-Rack-J6-L1-P3,Rack-J6,1,3,441.50,110.00,1.43,stored,63,2026-01-13T14:29:48.145Z
BOX-Rack-J6-L3-P1,Rack-J6,2,1,438.50,110.00,7.14,stored,84,2026-01-11T14:29:48.145Z
BOX-Rack-J6-L3-P2,Rack-J6,2,2,440.00,110.00,7.14,stored,69,2026-01-28T14:29:48.145Z
BOX-Rack-J6-L3-P3,Rack-J6,2,3,441.50,110.00,7.14,stored,72,2026-01-24T14:29:48.145Z
BOX-Rack-J6-L6-P1,Rack-J6,3,1,438.50,110.00,15.71,stored,63,2026-01-09T14:29:48.145Z
BOX-Rack-J6-L6-P2,Rack-J6,3,2,440.00,110.00,15.71,stored,77,2026-01-08T14:29:48.145Z
BOX-Rack-J6-L6-P3,Rack-J6,3,3,441.50,110.00,15.71,stored,64,2026-01-18T14:29:48.145Z
BOX-Rack-K1-L1-P1,Rack-K1,1,1,478.50,35.00,1.43,stored,77,2026-01-25T14:29:48.145Z
BOX-Rack-K1-L1-P2,Rack-K1,1,2,480.00,35.00,1.43,stored,64,2026-02-05T14:29:48.145Z
BOX-Rack-K1-L1-P3,Rack-K1,1,3,481.50,35.00,1.43,stored,68,2026-01-21T14:29:48.145Z
BOX-Rack-K1-L3-P1,Rack-K1,2,1,478.50,35.00,7.14,stored,77,2026-01-28T14:29:48.145Z
BOX-Rack-K1-L3-P2,Rack-K1,2,2,480.00,35.00,7.14,stored,67,2026-01-17T14:29:48.145Z
BOX-Rack-K1-L3-P3,Rack-K1,2,3,481.50,35.00,7.14,stored,77,2026-02-01T14:29:48.145Z
BOX-Rack-K1-L6-P1,Rack-K1,3,1,478.50,35.00,15.71,stored,73,2026-01-17T14:29:48.146Z
BOX-Rack-K1-L6-P2,Rack-K1,3,2,480.00,35.00,15.71,stored,73,2026-02-05T14:29:48.146Z
BOX-Rack-K1-L6-P3,Rack-K1,3,3,481.50,35.00,15.71,stored,77,2026-01-21T14:29:48.146Z
BOX-Rack-K2-L1-P1,Rack-K2,1,1,478.50,50.00,1.43,stored,77,2026-02-04T14:29:48.146Z
BOX-Rack-K2-L1-P2,Rack-K2,1,2,480.00,50.00,1.43,stored,75,2026-01-12T14:29:48.146Z
BOX-Rack-K2-L1-P3,Rack-K2,1,3,481.50,50.00,1.43,stored,88,2026-01-21T14:29:48.146Z
BOX-Rack-K2-L3-P1,Rack-K2,2,1,478.50,50.00,7.14,stored,84,2026-01-14T14:29:48.146Z
BOX-Rack-K2-L3-P2,Rack-K2,2,2,480.00,50.00,7.14,stored,64,2026-01-13T14:29:48.146Z
BOX-Rack-K2-L3-P3,Rack-K2,2,3,481.50,50.00,7.14,stored,73,2026-01-08T14:29:48.146Z
BOX-Rack-K2-L6-P1,Rack-K2,3,1,478.50,50.00,15.71,stored,67,2026-01-27T14:29:48.146Z
BOX-Rack-K2-L6-P2,Rack-K2,3,2,480.00,50.00,15.71,stored,62,2026-01-27T14:29:48.146Z
BOX-Rack-K3-L1-P1,Rack-K3,1,1,478.50,65.00,1.43,stored,64,2026-01-10T14:29:48.146Z
BOX-Rack-K3-L1-P2,Rack-K3,1,2,480.00,65.00,1.43,stored,61,2026-01-31T14:29:48.146Z
BOX-Rack-K3-L1-P3,Rack-K3,1,3,481.50,65.00,1.43,stored,80,2026-01-20T14:29:48.146Z
BOX-Rack-K3-L3-P1,Rack-K3,2,1,478.50,65.00,7.14,stored,66,2026-01-29T14:29:48.146Z
BOX-Rack-K3-L3-P2,Rack-K3,2,2,480.00,65.00,7.14,stored,78,2026-02-01T14:29:48.146Z
BOX-Rack-K3-L3-P3,Rack-K3,2,3,481.50,65.00,7.14,stored,78,2026-01-08T14:29:48.146Z
BOX-Rack-K3-L6-P1,Rack-K3,3,1,478.50,65.00,15.71,stored,61,2026-01-14T14:29:48.146Z
BOX-Rack-K3-L6-P2,Rack-K3,3,2,480.00,65.00,15.71,stored,61,2026-02-04T14:29:48.146Z
BOX-Rack-K3-L6-P3,Rack-K3,3,3,481.50,65.00,15.71,stored,60,2026-01-07T14:29:48.146Z
BOX-Rack-K4-L1-P1,Rack-K4,1,1,478.50,80.00,1.43,stored,69,2026-01-17T14:29:48.146Z
BOX-Rack-K4-L1-P2,Rack-K4,1,2,480.00,80.00,1.43,stored,77,2026-01-26T14:29:48.146Z
BOX-Rack-K4-L1-P3,Rack-K4,1,3,481.50,80.00,1.43,stored,69,2026-02-05T14:29:48.146Z
BOX-Rack-K4-L3-P1,Rack-K4,2,1,478.50,80.00,7.14,stored,64,2026-01-23T14:29:48.146Z
BOX-Rack-K4-L3-P2,Rack-K4,2,2,480.00,80.00,7.14,stored,62,2026-01-12T14:29:48.146Z
BOX-Rack-K4-L3-P3,Rack-K4,2,3,481.50,80.00,7.14,stored,70,2026-01-24T14:29:48.146Z
BOX-Rack-K4-L6-P1,Rack-K4,3,1,478.50,80.00,15.71,stored,66,2026-02-05T14:29:48.146Z
BOX-Rack-K4-L6-P3,Rack-K4,3,3,481.50,80.00,15.71,stored,84,2026-01-21T14:29:48.146Z
BOX-Rack-K4-L7-P2,Rack-K4,3,2,480.00,80.00,18.57,stored,62,2026-01-15T14:29:48.146Z
BOX-Rack-K5-L1-P1,Rack-K5,1,1,478.50,95.00,1.43,stored,85,2026-01-21T14:29:48.146Z
BOX-Rack-K5-L1-P3,Rack-K5,1,3,481.50,95.00,1.43,stored,74,2026-02-03T14:29:48.146Z
BOX-Rack-K5-L2-P2,Rack-K5,1,2,480.00,95.00,4.29,stored,77,2026-01-26T14:29:48.146Z
BOX-Rack-K5-L3-P1,Rack-K5,2,1,478.50,95.00,7.14,stored,86,2026-01-08T14:29:48.146Z
BOX-Rack-K5-L3-P2,Rack-K5,2,2,480.00,95.00,7.14,stored,78,2026-01-31T14:29:48.146Z
BOX-Rack-K5-L4-P3,Rack-K5,2,3,481.50,95.00,10.00,stored,86,2026-01-15T14:29:48.146Z
BOX-Rack-K5-L6-P2,Rack-K5,3,2,480.00,95.00,15.71,stored,70,2026-01-07T14:29:48.146Z
BOX-Rack-K5-L6-P3,Rack-K5,3,3,481.50,95.00,15.71,stored,69,2026-01-11T14:29:48.147Z
BOX-Rack-K5-L7-P1,Rack-K5,3,1,478.50,95.00,18.57,stored,63,2026-01-24T14:29:48.147Z
BOX-Rack-K6-L1-P1,Rack-K6,1,1,478.50,110.00,1.43,stored,71,2026-02-05T14:29:48.147Z
BOX-Rack-K6-L1-P2,Rack-K6,1,2,480.00,110.00,1.43,stored,85,2026-02-05T14:29:48.147Z
BOX-Rack-K6-L1-P3,Rack-K6,1,3,481.50,110.00,1.43,stored,75,2026-01-10T14:29:48.147Z
BOX-Rack-K6-L3-P2,Rack-K6,2,2,480.00,110.00,7.14,stored,86,2026-01-27T14:29:48.147Z
BOX-Rack-K6-L3-P3,Rack-K6,2,3,481.50,110.00,7.14,stored,78,2026-01-15T14:29:48.147Z
BOX-Rack-K6-L4-P1,Rack-K6,2,1,478.50,110.00,10.00,stored,88,2026-01-17T14:29:48.147Z
BOX-Rack-K6-L6-P2,Rack-K6,3,2,480.00,110.00,15.71,stored,62,2026-02-02T14:29:48.147Z
BOX-Rack-K6-L6-P3,Rack-K6,3,3,481.50,110.00,15.71,stored,75,2026-01-07T14:29:48.147Z
BOX-Rack-K6-L7-P1,Rack-K6,3,1,478.50,110.00,18.57,stored,75,2026-02-02T14:29:48.147Z
